Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
13:00 - 14:00,93.86,-0.19,94.05,94.06,93.74,5546,N.A.
14:00 - 15:00,94.01,0.15,93.86,94.1,93.68,5713,N.A.
15:00 - 16:00,93.86,-0.15,94.01,94.01,93.71,6360,N.A.
16:00 - 17:00,93.65,-0.21,93.86,93.88,93.64,4763,N.A.
17:00 - 18:00,93.44,-0.21,93.65,93.72,93.3,4786,N.A.
18:00 - 19:00,93.39,-0.05,93.44,93.45,93.22,7460,N.A.
19:00 - 20:00,93.9,0.51,93.39,94.05,93.37,7766,N.A.
20:00 - 21:00,93.99,0.09,93.9,94.14,93.88,6321,N.A.
21:00 - 22:00,93.89,-0.1,93.99,94.05,93.79,6293,N.A.
22:00 - 23:00,93.78,-0.11,93.89,93.89,93.74,5998,N.A.
23:00 - 00:00,93.79,0.01,93.78,93.83,93.72,4823,N.A.
07JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,93.96,0.17,93.79,94.05,93.78,5755,N.A.
01:00 - 02:00,93.76,-0.2,93.96,93.99,93.58,5877,N.A.
02:00 - 03:00,93.49,-0.27,93.76,93.87,93.32,4415,N.A.
03:00 - 04:00,93.15,-0.34,93.49,93.62,92.92,5045,N.A.
04:00 - 05:00,93.24,0.09,93.16,93.45,93.02,5059,N.A.
05:00 - 06:00,93.22,-0.02,93.24,93.38,93.13,4388,N.A.
06:00 - 07:00,93.2,-0.02,93.22,93.32,93.12,4376,N.A.
07:00 - 08:00,93.21,0.01,93.2,93.3,93.15,3759,N.A.
08:00 - 09:00,92.88,-0.33,93.21,93.25,92.44,4690,N.A.
09:00 - 10:00,92.99,0.11,92.88,93.1,92.72,5286,N.A.
10:00 - 11:00,92.82,-0.17,92.99,93.02,92.65,5889,N.A.
11:00 - 12:00,92.69,-0.13,92.82,92.83,92.57,4987,N.A.
12:00 - 13:00,92.61,-0.08,92.69,92.72,92.55,4322,N.A.
13:00 - 14:00,92.74,0.13,92.61,93,92.56,4547,N.A.
14:00 - 15:00,92.72,-0.02,92.74,92.86,92.63,4861,N.A.
15:00 - 16:00,92.67,-0.05,92.72,92.72,92.33,5457,N.A.
16:00 - 17:00,92.65,-0.02,92.67,92.69,92.54,4202,N.A.
17:00 - 18:00,92.58,-0.07,92.65,92.66,92.48,4162,N.A.
18:00 - 19:00,92.74,0.16,92.58,92.77,92.57,5064,N.A.
19:00 - 20:00,92.71,-0.03,92.74,92.91,92.69,6079,N.A.
20:00 - 21:00,92.89,0.18,92.71,92.91,92.71,5471,N.A.
21:00 - 22:00,92.75,-0.14,92.89,92.89,92.66,6205,N.A.
22:00 - 23:00,92.75,0,92.75,92.79,92.72,5271,N.A.
23:00 - 00:00,92.53,-0.22,92.74,92.76,92.46,6251,N.A.
08JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,92.49,-0.04,92.53,92.61,92.49,5823,N.A.
01:00 - 02:00,91.88,-0.61,92.49,92.51,91.83,6896,N.A.
02:00 - 03:00,91.76,-0.12,91.88,92.1,91.63,5175,N.A.
03:00 - 04:00,91.82,0.06,91.76,91.99,91.57,5276,N.A.
04:00 - 05:00,91.98,0.16,91.82,92.02,91.71,5567,N.A.
05:00 - 06:00,91.63,-0.35,91.98,92.03,91.58,5115,N.A.
06:00 - 07:00,91.62,-0.01,91.63,91.74,91.58,4973,N.A.
07:00 - 08:00,91.26,-0.36,91.62,91.84,91.21,4487,N.A.
08:00 - 09:00,91.14,-0.12,91.26,91.38,90.89,5295,N.A.
09:00 - 10:00,91.22,0.08,91.14,91.35,90.85,5840,N.A.
10:00 - 11:00,91.24,0.02,91.22,91.33,90.99,7488,N.A.
11:00 - 12:00,91.16,-0.08,91.24,91.3,90.96,6111,N.A.
12:00 - 13:00,91.1,-0.06,91.16,91.19,91.04,9034,N.A.
13:00 - 14:00,91.23,0.13,91.1,91.39,91.04,10575,N.A.
14:00 - 15:00,91.29,0.06,91.23,91.33,91.22,9034,N.A.
15:00 - 16:00,91.17,-0.12,91.29,91.47,91.1,8836,N.A.
16:00 - 17:00,91.2,0.03,91.17,91.21,91.07,5501,N.A.
17:00 - 18:00,91.21,0.01,91.2,91.23,91.1,3235,N.A.
18:00 - 19:00,91.39,0.18,91.21,91.41,91.19,6856,N.A.
19:00 - 20:00,91.26,-0.13,91.39,91.58,91.24,11558,N.A.
20:00 - 21:00,91.22,-0.04,91.26,91.27,91.1,10890,N.A.
21:00 - 22:00,91.26,0.04,91.22,91.32,91.19,7229,N.A.
22:00 - 23:00,91.29,0.03,91.26,91.37,91.22,6938,N.A.
23:00 - 00:00,91.27,-0.02,91.29,91.32,91.18,7352,N.A.
09JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,91.15,-0.12,91.27,91.27,91.07,8730,N.A.
01:00 - 02:00,91.17,0.02,91.15,91.26,91.05,8561,N.A.
02:00 - 03:00,91.16,-0.01,91.17,91.24,91.1,10068,N.A.
03:00 - 04:00,91.24,0.08,91.16,91.25,91.08,11588,N.A.
04:00 - 05:00,90.71,-0.53,91.24,91.26,90.54,15464,N.A.
05:00 - 06:00,90.68,-0.03,90.71,90.76,90.61,13246,N.A.
06:00 - 07:00,90.79,0.11,90.68,91.05,90.68,13672,N.A.
07:00 - 08:00,90.81,0.02,90.79,90.89,90.68,12073,N.A.
08:00 - 09:00,91.4,0.59,90.81,91.66,90.79,22795,N.A.
09:00 - 10:00,90.88,-0.52,91.4,91.46,90.72,25795,N.A.
10:00 - 11:00,90.21,-0.67,90.88,90.96,90.17,21079,N.A.
11:00 - 12:00,90.26,0.05,90.21,90.32,90.16,15869,N.A.
12:00 - 13:00,90.19,-0.07,90.26,90.36,90.16,10503,N.A.
13:00 - 14:00,90.26,0.07,90.19,90.43,90.18,9017,N.A.
14:00 - 15:00,90.47,0.21,90.26,90.59,90.25,11383,N.A.
15:00 - 16:00,90.24,-0.23,90.47,90.54,90.22,7748,N.A.
16:00 - 17:00,90.39,0.15,90.24,90.4,90.22,5322,N.A.
11JAN2009_00:00:00.000,,,,,,,
17:00 - 18:00,90.04,-0.35,90.15,90.15,89.93,3029,N.A.
18:00 - 19:00,90.14,0.1,90.04,90.2,90.03,9127,N.A.
19:00 - 20:00,90.08,-0.06,90.14,90.26,89.96,8656,N.A.
20:00 - 21:00,90.11,0.03,90.08,90.18,90.02,7420,N.A.
21:00 - 22:00,90.11,0,90.11,90.19,90.1,4638,N.A.
22:00 - 23:00,90.07,-0.04,90.11,90.11,90.01,5567,N.A.
23:00 - 00:00,90.11,0.04,90.07,90.12,90.05,5953,N.A.
12JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,90.13,0.02,90.11,90.22,90.08,6498,N.A.
01:00 - 02:00,90.07,-0.06,90.13,90.19,90.05,6624,N.A.
02:00 - 03:00,90.1,0.03,90.07,90.18,90.03,8348,N.A.
03:00 - 04:00,90.13,0.03,90.1,90.19,90.02,13282,N.A.
04:00 - 05:00,90.13,0,90.13,90.18,90.07,10763,N.A.
05:00 - 06:00,90.01,-0.12,90.13,90.17,89.97,10152,N.A.
06:00 - 07:00,89.91,-0.1,90.01,90.04,89.6,13327,N.A.
07:00 - 08:00,89.93,0.02,89.91,89.97,89.74,12332,N.A.
08:00 - 09:00,89.89,-0.04,89.93,90.08,89.85,13743,N.A.
09:00 - 10:00,89.69,-0.2,89.89,89.93,89.49,17327,N.A.
10:00 - 11:00,89.22,-0.47,89.69,89.76,89.15,19221,N.A.
11:00 - 12:00,88.93,-0.29,89.22,89.26,88.88,16148,N.A.
12:00 - 13:00,89.08,0.15,88.93,89.16,88.91,12049,N.A.
13:00 - 14:00,89.28,0.2,89.08,89.3,89.06,9888,N.A.
14:00 - 15:00,89.07,-0.21,89.28,89.28,88.96,10519,N.A.
15:00 - 16:00,89.08,0.01,89.07,89.19,88.97,8625,N.A.
16:00 - 17:00,89.22,0.14,89.08,89.23,89.07,4209,N.A.
17:00 - 18:00,89.35,0.13,89.22,89.36,89.19,3580,N.A.
18:00 - 19:00,89.45,0.1,89.34,89.51,89.24,8680,N.A.
19:00 - 20:00,89.47,0.02,89.45,89.49,89.28,10999,N.A.
20:00 - 21:00,89.41,-0.06,89.47,89.54,89.37,10953,N.A.
21:00 - 22:00,89.44,0.03,89.41,89.49,89.37,7729,N.A.
22:00 - 23:00,89.43,-0.01,89.44,89.46,89.39,5678,N.A.
23:00 - 00:00,89.29,-0.14,89.43,89.45,89.21,8928,N.A.
13JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,89.34,0.05,89.29,89.44,89.25,10898,N.A.
01:00 - 02:00,89.35,0.01,89.34,89.43,89.24,10982,N.A.
02:00 - 03:00,89.26,-0.09,89.35,89.38,89,16972,N.A.
03:00 - 04:00,89.02,-0.24,89.26,89.26,88.79,19268,N.A.
04:00 - 05:00,88.96,-0.06,89.02,89.06,88.82,15917,N.A.
05:00 - 06:00,89.17,0.21,88.96,89.18,88.9,16510,N.A.
06:00 - 07:00,89.25,0.08,89.17,89.26,88.99,13519,N.A.
07:00 - 08:00,89.24,-0.01,89.25,89.43,89.04,14866,N.A.
08:00 - 09:00,89.71,0.47,89.24,89.84,89.17,23635,N.A.
09:00 - 10:00,89.78,0.07,89.71,89.88,89.51,20798,N.A.
10:00 - 11:00,89.57,-0.21,89.78,89.79,89.49,21465,N.A.
11:00 - 12:00,89.63,0.06,89.57,89.75,89.56,16704,N.A.
12:00 - 13:00,89.52,-0.11,89.63,89.71,89.5,13068,N.A.
13:00 - 14:00,89.08,-0.44,89.52,89.53,89,16023,N.A.
14:00 - 15:00,89.13,0.05,89.08,89.25,88.96,20111,N.A.
15:00 - 16:00,89.13,0,89.13,89.19,88.93,12996,N.A.
16:00 - 17:00,89.38,0.25,89.13,89.44,89.12,6321,N.A.
17:00 - 18:00,89.38,0,89.38,89.43,89.34,4206,N.A.
18:00 - 19:00,89.38,0,89.38,89.46,89.28,7417,N.A.
19:00 - 20:00,89.32,-0.06,89.38,89.38,89.22,9734,N.A.
20:00 - 21:00,89.48,0.16,89.32,89.55,89.32,12224,N.A.
21:00 - 22:00,89.49,0.01,89.48,89.55,89.46,7132,N.A.
22:00 - 23:00,89.48,-0.01,89.49,89.58,89.46,8010,N.A.
23:00 - 00:00,89.49,0.01,89.48,89.5,89.41,6357,N.A.
14JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,89.78,0.29,89.49,89.83,89.49,11677,N.A.
01:00 - 02:00,89.68,-0.1,89.78,89.81,89.6,10601,N.A.
02:00 - 03:00,89.78,0.1,89.68,89.82,89.66,12037,N.A.
03:00 - 04:00,89.67,-0.11,89.78,89.96,89.44,17931,N.A.
04:00 - 05:00,89.35,-0.32,89.67,89.71,89.26,19418,N.A.
05:00 - 06:00,89.54,0.19,89.35,89.54,89.21,12927,N.A.
06:00 - 07:00,89.38,-0.16,89.54,89.57,89.34,9583,N.A.
07:00 - 08:00,89.46,0.08,89.38,89.53,89.38,10661,N.A.
08:00 - 09:00,89.18,-0.28,89.46,89.52,89.02,21666,N.A.
09:00 - 10:00,88.96,-0.22,89.18,89.19,88.95,19067,N.A.
10:00 - 11:00,88.8,-0.16,88.96,89.2,88.61,21026,N.A.
11:00 - 12:00,89.29,0.49,88.8,89.34,88.74,18500,N.A.
12:00 - 13:00,89.23,-0.06,89.29,89.38,89.01,12205,N.A.
13:00 - 14:00,89,-0.23,89.23,89.25,88.96,11439,N.A.
14:00 - 15:00,89.14,0.14,89,89.25,88.9,12757,N.A.
15:00 - 16:00,89.05,-0.09,89.14,89.17,88.92,13660,N.A.
16:00 - 17:00,89.05,0,89.05,89.16,88.96,6933,N.A.
17:00 - 18:00,88.93,-0.12,89.05,89.06,88.86,4684,N.A.
18:00 - 19:00,89.15,0.22,88.93,89.2,88.89,9744,N.A.
19:00 - 20:00,89.18,0.03,89.15,89.25,89.07,11917,N.A.
20:00 - 21:00,89.06,-0.12,89.18,89.24,89.03,9796,N.A.
21:00 - 22:00,88.96,-0.1,89.06,89.08,88.91,8832,N.A.
22:00 - 23:00,88.89,-0.07,88.96,89.02,88.87,7837,N.A.
23:00 - 00:00,88.96,0.07,88.89,89.01,88.75,10689,N.A.
15JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,88.97,0.01,88.96,88.97,88.85,7408,N.A.
01:00 - 02:00,89.13,0.16,88.97,89.15,88.83,11175,N.A.
02:00 - 03:00,89.07,-0.06,89.13,89.16,88.99,12093,N.A.
03:00 - 04:00,88.51,-0.56,89.07,89.24,88.51,17925,N.A.
04:00 - 05:00,88.82,0.31,88.51,88.96,88.48,19871,N.A.
05:00 - 06:00,88.91,0.09,88.82,88.96,88.74,12977,N.A.
06:00 - 07:00,89.04,0.13,88.91,89.1,88.84,14587,N.A.
07:00 - 08:00,89.32,0.28,89.04,89.36,88.99,16980,N.A.
08:00 - 09:00,89.32,0,89.32,89.49,89.19,19897,N.A.
09:00 - 10:00,89.24,-0.08,89.32,89.53,89.14,22736,N.A.
10:00 - 11:00,89.7,0.46,89.24,89.76,89.06,22203,N.A.
11:00 - 12:00,89.6,-0.1,89.7,89.74,89.51,18124,N.A.
12:00 - 13:00,89.4,-0.2,89.6,89.63,89.21,12441,N.A.
13:00 - 14:00,89.88,0.48,89.4,89.89,89.36,11619,N.A.
14:00 - 15:00,89.66,-0.22,89.88,90.03,89.66,19179,N.A.
15:00 - 16:00,89.83,0.17,89.66,89.93,89.63,14138,N.A.
16:00 - 17:00,89.84,0.01,89.83,89.89,89.76,6456,N.A.
17:00 - 18:00,89.89,0.05,89.84,89.93,89.74,5364,N.A.
18:00 - 19:00,89.98,0.09,89.89,90.03,89.88,7210,N.A.
19:00 - 20:00,90.1,0.12,89.98,90.14,89.84,10999,N.A.
20:00 - 21:00,90.08,-0.02,90.1,90.33,90.05,10848,N.A.
21:00 - 22:00,90.08,0,90.08,90.13,89.96,8859,N.A.
22:00 - 23:00,90.25,0.17,90.08,90.33,90.07,9160,N.A.
23:00 - 00:00,90.41,0.16,90.25,90.44,90.24,7967,N.A.
16JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,90.46,0.05,90.41,90.57,90.36,11414,N.A.
01:00 - 02:00,90.32,-0.14,90.46,90.49,90.25,9651,N.A.
02:00 - 03:00,90.3,-0.02,90.32,90.41,90.24,11501,N.A.
03:00 - 04:00,90.4,0.1,90.3,90.44,90.09,15843,N.A.
04:00 - 05:00,90.47,0.07,90.4,90.49,90.28,16206,N.A.
05:00 - 06:00,90.65,0.18,90.47,90.69,90.38,13880,N.A.
06:00 - 07:00,90.72,0.07,90.65,90.73,90.49,15456,N.A.
07:00 - 08:00,90.59,-0.13,90.72,90.74,90.44,12701,N.A.
08:00 - 09:00,90.3,-0.29,90.59,90.6,90.25,16001,N.A.
09:00 - 10:00,90.46,0.16,90.3,90.65,90.26,18683,N.A.
10:00 - 11:00,90.62,0.16,90.46,90.91,90.43,21248,N.A.
11:00 - 12:00,90.3,-0.32,90.62,90.68,90.29,19311,N.A.
12:00 - 13:00,90.39,0.09,90.3,90.41,90.08,15907,N.A.
13:00 - 14:00,90.49,0.1,90.39,90.54,90.31,10785,N.A.
14:00 - 15:00,90.61,0.12,90.49,90.66,90.45,12132,N.A.
15:00 - 16:00,90.59,-0.02,90.61,90.71,90.51,6401,N.A.
16:00 - 17:00,90.72,0.13,90.59,90.76,90.56,4570,N.A.
18JAN2009_00:00:00.000,,,,,,,
17:00 - 18:00,91.01,0.29,90.98,91.03,90.97,4503,N.A.
18:00 - 19:00,91.21,0.2,91.01,91.3,90.99,9440,N.A.
19:00 - 20:00,90.99,-0.22,91.21,91.24,90.97,9209,N.A.
20:00 - 21:00,90.9,-0.09,90.99,91.03,90.68,11036,N.A.
21:00 - 22:00,91.02,0.12,90.9,91.04,90.89,6959,N.A.
22:00 - 23:00,90.84,-0.18,91.02,91.11,90.82,9143,N.A.
23:00 - 00:00,90.93,0.09,90.84,90.98,90.77,8345,N.A.
19JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,90.89,-0.04,90.93,90.94,90.74,6988,N.A.
01:00 - 02:00,90.72,-0.17,90.89,90.92,90.71,9225,N.A.
02:00 - 03:00,90.63,-0.09,90.72,90.75,90.33,17321,N.A.
03:00 - 04:00,90.68,0.05,90.63,90.83,90.43,16393,N.A.
04:00 - 05:00,90.57,-0.11,90.68,90.71,90.41,11964,N.A.
05:00 - 06:00,90.57,0,90.57,90.7,90.55,8077,N.A.
06:00 - 07:00,90.57,0,90.57,90.7,90.5,10293,N.A.
07:00 - 08:00,90.52,-0.05,90.57,90.64,90.47,9488,N.A.
08:00 - 09:00,90.4,-0.12,90.52,90.53,90.15,14217,N.A.
09:00 - 10:00,90.3,-0.1,90.4,90.49,90.26,12850,N.A.
10:00 - 11:00,90.39,0.09,90.3,90.49,90.18,11635,N.A.
11:00 - 12:00,90.39,0,90.39,90.49,90.35,9889,N.A.
12:00 - 13:00,90.48,0.09,90.39,90.48,90.35,4194,N.A.
13:00 - 14:00,90.61,0.13,90.48,90.62,90.41,4983,N.A.
14:00 - 15:00,90.67,0.06,90.61,90.67,90.58,2715,N.A.
15:00 - 16:00,90.73,0.06,90.67,90.73,90.64,3464,N.A.
16:00 - 17:00,90.64,-0.09,90.73,90.73,90.63,3591,N.A.
17:00 - 18:00,90.57,-0.07,90.64,90.69,90.51,4295,N.A.
18:00 - 19:00,90.64,0.07,90.57,90.7,90.46,7690,N.A.
19:00 - 20:00,90.42,-0.22,90.64,90.65,90.26,15377,N.A.
20:00 - 21:00,90.39,-0.03,90.42,90.46,90.33,9887,N.A.
21:00 - 22:00,90.36,-0.03,90.39,90.43,90.33,7301,N.A.
22:00 - 23:00,90.34,-0.02,90.36,90.4,90.22,6882,N.A.
23:00 - 00:00,90.12,-0.22,90.34,90.37,90.09,10594,N.A.
20JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,90.28,0.16,90.12,90.28,90.11,10122,N.A.
01:00 - 02:00,90.44,0.16,90.28,90.47,90.25,10095,N.A.
02:00 - 03:00,90.43,-0.01,90.44,90.51,90.25,17749,N.A.
03:00 - 04:00,90.79,0.36,90.43,90.81,90.42,19074,N.A.
04:00 - 05:00,90.76,-0.03,90.79,90.97,90.69,16521,N.A.
05:00 - 06:00,90.36,-0.4,90.76,90.85,90.3,15255,N.A.
06:00 - 07:00,90.35,-0.01,90.37,90.48,90.21,16078,N.A.
07:00 - 08:00,90.43,0.08,90.35,90.43,90.18,15079,N.A.
08:00 - 09:00,90.46,0.03,90.43,90.52,90.27,16485,N.A.
09:00 - 10:00,90.16,-0.3,90.46,90.58,90.15,20583,N.A.
10:00 - 11:00,90.15,-0.01,90.16,90.18,90.05,20130,N.A.
11:00 - 12:00,90.21,0.06,90.15,90.25,90,17073,N.A.
12:00 - 13:00,90.13,-0.08,90.21,90.25,89.83,16014,N.A.
13:00 - 14:00,89.97,-0.16,90.13,90.16,89.97,15277,N.A.
14:00 - 15:00,89.83,-0.14,89.97,90.05,89.81,15629,N.A.
15:00 - 16:00,89.76,-0.07,89.83,89.88,89.68,12015,N.A.
16:00 - 17:00,89.76,0,89.76,89.92,89.71,6931,N.A.
17:00 - 18:00,89.73,-0.03,89.76,89.77,89.69,4454,N.A.
18:00 - 19:00,89.82,0.09,89.73,89.89,89.71,6021,N.A.
19:00 - 20:00,89.89,0.07,89.82,89.97,89.71,11543,N.A.
20:00 - 21:00,89.99,0.1,89.89,90,89.86,7950,N.A.
21:00 - 22:00,90.04,0.05,89.99,90.07,89.96,9263,N.A.
22:00 - 23:00,89.96,-0.08,90.04,90.07,89.96,8235,N.A.
23:00 - 00:00,89.89,-0.07,89.96,89.99,89.86,7152,N.A.
21JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,89.88,-0.01,89.89,89.94,89.85,7012,N.A.
01:00 - 02:00,89.74,-0.14,89.88,89.9,89.71,10016,N.A.
02:00 - 03:00,89.9,0.16,89.74,89.94,89.72,12861,N.A.
03:00 - 04:00,89.9,0,89.9,89.92,89.63,17428,N.A.
04:00 - 05:00,89.78,-0.12,89.9,89.9,89.73,13997,N.A.
05:00 - 06:00,89.94,0.16,89.78,89.95,89.78,9073,N.A.
06:00 - 07:00,89.88,-0.06,89.94,89.98,89.82,9947,N.A.
07:00 - 08:00,89.91,0.03,89.88,89.94,89.79,10321,N.A.
08:00 - 09:00,90.02,0.11,89.92,90.03,89.91,11356,N.A.
09:00 - 10:00,90.14,0.12,90.02,90.15,89.98,15052,N.A.
10:00 - 11:00,87.65,-2.49,90.14,90.16,87.58,31423,N.A.
11:00 - 12:00,87.82,0.17,87.65,88.2,87.13,30867,N.A.
12:00 - 13:00,88.04,0.22,87.82,88.1,87.65,17831,N.A.
13:00 - 14:00,88.34,0.3,88.04,88.42,87.9,14462,N.A.
14:00 - 15:00,89.18,0.84,88.34,89.21,88.32,16198,N.A.
15:00 - 16:00,89.43,0.25,89.18,89.54,89.08,18239,N.A.
16:00 - 17:00,89.49,0.06,89.43,89.49,89.36,9056,N.A.
17:00 - 18:00,89.37,-0.12,89.49,89.49,89.24,5647,N.A.
18:00 - 19:00,89.06,-0.31,89.37,89.42,88.97,9921,N.A.
19:00 - 20:00,88.9,-0.16,89.06,89.1,88.62,15069,N.A.
20:00 - 21:00,89.32,0.42,88.9,89.34,88.79,13199,N.A.
21:00 - 22:00,89.12,-0.2,89.32,89.55,88.9,14911,N.A.
22:00 - 23:00,88.97,-0.15,89.12,89.13,88.9,9033,N.A.
23:00 - 00:00,89.08,0.11,88.97,89.21,88.95,11525,N.A.
22JAN2009_00:00:00.000,,,,,,,
00:00 - 01:00,89.23,0.15,89.08,89.28,89.08,8706,N.A.
01:00 - 02:00,89.33,0.1,89.23,89.43,89.11,11625,N.A.
02:00 - 03:00,89.33,0,89.33,89.34,88.99,19052,N.A.
03:00 - 04:00,88.93,-0.4,89.33,89.36,88.91,15945,N.A.
